station_name,latitude_x,longitude_x,business_name,rating,review_count,distance_m,business_latitude,business_longitude,categories,address,city,state,postal_code,source,name,latitude_y,longitude_y,free_bikes,empty_slots,total_docks
"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,La Famiglia,4.1,55,1082.9509956527618,51.482228,-0.180634,"Italian, Gluten-Free",7 Langton Street,London,XGL,SW10 0JL,yelp,"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,12,18,30
"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,The Five Fields,4.8,21,2335.0981184562556,51.4916609,-0.1611916,"British, Modern European",8-9 Blacklands Terrace,London,XGL,SW3 2SP,yelp,"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,12,18,30
"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,The Fat Bear,4.5,127,6853.182092559173,51.5131833881734,-0.10138103121642,"American, Soul Food, Cajun/Creole",61 Carter Lane,London,XGL,EC4V 5DY,yelp,"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,12,18,30
"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,Hoppers,4.3,145,5480.371397831198,51.5135765075684,-0.131750002503395,"Sri Lankan, Asian Fusion",49 Frith Street,Soho,XGL,W1D 4SG,yelp,"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,12,18,30
"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,Padella,4.5,313,6966.929823498044,51.5051451,-0.0899515,Italian,6 Southwark Street,London,XGL,SE1 1TQ,yelp,"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,12,18,30
"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,Blacklock,4.6,167,5184.676164030164,51.511687,-0.134762,"British, Cocktail Bars, Steakhouses",The Basement,London,XGL,W1D 7LG,yelp,"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,12,18,30
"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,Exotikka of India,4.9,11,782.4730140445229,51.4794766,-0.1800128,"Indian, Pakistani",35 Stadium Street,London,XGL,SW10 0PU,yelp,"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,12,18,30
"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,Kiln,4.3,88,5108.670173542247,51.5114108,-0.1360504,"Noodles, Thai",58 Brewer Street,London,XGL,W1F 9TL,yelp,"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,12,18,30
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Duck & Waffle,4.0,978,102.60880566904244,51.516178,-0.08094,"Modern European, Bars, British",110 Bishopsgate,London,XGL,EC2N 4AY,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Dishoom,4.5,749,1014.9576724095746,51.5245310066818,-0.076594190862934,"Indian, Breakfast & Brunch",7 Boundary Street,London,XGL,E2 7JE,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Sushisamba,3.8,307,102.19665384318937,51.516179,-0.080946,"Asian Fusion, Sushi Bars",110 Bishopsgate,London,XGL,EC2N 4AY,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Padella,4.5,313,1335.601819495762,51.5051451,-0.0899515,Italian,6 Southwark Street,London,XGL,SE1 1TQ,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,The Fat Bear,4.5,127,1352.8634397458766,51.5131833881734,-0.10138103121642,"American, Soul Food, Cajun/Creole",61 Carter Lane,London,XGL,EC4V 5DY,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Hawksmoor Spitalfields,4.4,194,726.4233077040426,51.5211502,-0.075657,"Steakhouses, British",157a Commercial Street,London,XGL,E1 6BJ,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Ottolenghi Spitalfields,4.3,103,431.9315584965201,51.5181446,-0.0771446,"Mediterranean, Modern European",50 Artillery Lane,London,XGL,E1 7LJ,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Polo 24 Hour Bar,4.0,124,237.77277473867684,51.517821,-0.080269,"Diners, Cafes, Breakfast & Brunch",176 Bishopsgate,London,XGL,EC2M 4NQ,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,St John Bar and Restaurant,4.2,342,1404.0471158527153,51.520481,-0.101486,"British, Bars",26 St John Street,London,XGL,EC1M 4AY,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Blacklock,4.9,42,1087.6244204177706,51.52595,-0.08199,Steakhouses,28-30 Rivington Street,London,XGL,EC2A 3DZ,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Flat Iron,4.7,64,988.2490915410746,51.5247221,-0.0804249,Steakhouses,77 Curtain Road,Shoreditch,XGL,EC2A 3BS,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,The Clove Club,4.4,118,1232.753006415053,51.5270489,-0.0791196,"British, Cocktail Bars",Shoreditch Town Hall,London,XGL,EC1V 9LT,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Swan,4.1,286,1329.9280281575916,51.50835,-0.096985,"British, Bars, Venues & Event Spaces",Swan Shakespeare's Globe,Bankside,XGL,SE1 9DT,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,The Alchemist,3.9,114,245.8196551558581,51.5150476,-0.0793474,"Cocktail Bars, British, Breakfast & Brunch",6 Bevis Marks,London,XGL,EC3A 7BA,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Wright Brothers,4.1,105,1329.490108475575,51.5056293987386,-0.0915365713523675,Seafood,11 Stoney Street,London,XGL,SE1 9AD,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Poppies,3.9,428,736.3985844328574,51.5202629,-0.074075,"Fish & Chips, Fast Food",6-8 Hanbury Street,London,XGL,E1 6QR,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Andina,4.1,158,978.9695401534334,51.5243208695971,-0.077134990126122,"Breakfast & Brunch, Peruvian",60-62 Commercial Street,London,XGL,E1 6LT,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Hawksmoor Guildhall,4.2,60,588.643834424551,51.5155006968868,-0.0908641121643541,"Steakhouses, Bars, British",10 Basinghall Street,London,XGL,EC2V 5BQ,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Gunpowder,4.4,74,578.6188166711586,51.5181641,-0.0749311,Indian,11 White's Row,Spitalfields,XGL,E1 7NF,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Burger and Lobster,4.2,70,879.2478154683613,51.5136669051182,-0.094483494758606,American,Units 5 & 6 Bow Bells House,London,XGL,EC4M 9SH,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Dishoom,4.5,2846,3109.2516351955737,51.512447030091,-0.1269579217873,Indian,12 Upper Saint Martin's Lane,London,XGL,WC2H 9FB,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Emilia's Crafted Pasta,4.4,84,1240.8731751052835,51.5072531,-0.0716082,"Italian, Pasta Shops",Unit C3 Ivory House,London,XGL,E1W 1AT,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Mango Indian,4.4,165,1442.57931218815,51.504962,-0.092963,Indian,Cromwell Building,London,XGL,SE1 9HR,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Lobos Meat and Tapas,4.5,41,1259.95944880619,51.5056258,-0.0891513,"Tapas/Small Plates, Tapas Bars, Spanish",14 Borough High Street,London,XGL,SE1 9QG,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Hawksmoor,4.4,52,1263.676737679075,51.5062318,-0.0913238,"Steakhouses, Wine Bars, Cocktail Bars",16 Winchester Walk,London,XGL,SE1 9AQ,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Smokestak,4.4,49,1019.4577829738408,51.5236,-0.0738245,Barbeque,35 Sclater Street,Shoreditch,XGL,E1 6LB,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Ozone Coffee,4.4,210,992.9652526256408,51.524683689256,-0.086674106560876,"Coffee & Tea, Breakfast & Brunch",11 Leonard Street,London,XGL,EC2A 4AQ,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Tayyabs,3.9,769,1327.391680188311,51.5172233660434,-0.0633161000573224,"Indian, Pakistani, Halal",83-89 Fieldgate Street,London,XGL,E1 1JU,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Efes,4.4,70,883.440674190826,51.5161134997069,-0.0696553269835931,Turkish,1 Whitechapel Rd,London,XGL,E1 6TY,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Dishoom,4.5,808,3982.775772779305,51.513087,-0.139767,Indian,22 Kingly Street,London,XGL,W1B 5QP,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,"OXO Tower Restaurant, Bar And Brasserie",4.0,251,1998.6018197860908,51.5083860657884,-0.108466279762297,"British, Cocktail Bars",Barge House st,London,XGL,SE1 9PH,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Dinner by Heston Blumenthal,4.4,322,5587.488414414331,51.502163,-0.159966,British,66 Knightsbridge,London,XGL,SW1X 7LA,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,The Jugged Hare,3.9,81,785.9984750346551,51.520789,-0.090935,"Brasseries, British, Modern European",49 Chiswell Street,London,XGL,EC1Y 4SA,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Old Fountain,4.4,46,1292.690127714642,51.527072,-0.089101,"Pubs, Gastropubs",3 Baldwin Street,London,XGL,EC1V 9NU,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,fish!,3.8,234,1277.1076324860055,51.5057616189729,-0.0902772509261922,"Fish & Chips, Seafood",Cathedral Street,London,XGL,SE1 9AL,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Fenchurch Restaurant,4.1,60,526.8875647291832,51.5114734313856,-0.0836023104507189,Modern European,20 Fenchurch Street,London,XGL,EC3M 3BY,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Smoking Goat,4.2,62,971.9497052606476,51.5244388,-0.0770751,Thai,64 Shoreditch High Street,London,XGL,E1 6JJ,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Som Saa,4.1,54,614.8839156100604,51.517315,-0.073734,Thai,43A Commercial Street,London,XGL,E1 6BD,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Hawksmoor Seven Dials,4.4,430,3007.4381552653313,51.5134998914001,-0.12567396291297,"British, Steakhouses, Cocktail Bars",11 Langley Street,London,XGL,WC2H 9JG,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,The Mayfair Chippy,4.5,606,4922.716413608349,51.5131345,-0.1533961,Fish & Chips,14 North Audley Street,London,XGL,W1K 6WE,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Oblix At The Shard,3.9,157,1252.6725743208783,51.5052532,-0.0869875,"Lounges, Modern European",Level 32 The Shard,London,XGL,SE1 9SY,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Brawn,4.4,52,1650.7421574587656,51.5289277153112,-0.0702632793320869,Modern European,49 Columbia Road,London,XGL,E2 7RG,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Friends of Ours,4.5,104,1440.1468830663875,51.5291189,-0.0836995,Cafes,61 Pitfield Street,London,XGL,N1 6BU,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Meat Mission,3.9,112,1239.4077379333296,51.5273008570266,-0.0824617613588274,"Burgers, New American",14-15 Hoxton Market,London,XGL,N1 6HG,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,City Social,4.0,46,131.6859657484086,51.515333,-0.083793,"British, Cocktail Bars",Tower 42,London,XGL,EC2N 1HQ,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,The Pig and Butcher,4.5,134,2907.5370632758554,51.537442542029,-0.10682789450616,"British, Gastropubs",80 Liverpool Road,London,XGL,N1 0QD,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Flat Iron,4.6,272,2944.211170360685,51.5108326561998,-0.124100585093387,Steakhouses,17-18 Henrietta Street,Covent Garden,XGL,WC2E 8QH,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Chez Elles,4.4,37,802.5670263609378,51.5181672,-0.0712837,"French, Wine Bars",45 Brick Lane,London,XGL,E1 6PU,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Goodman City,4.7,32,597.3186437308931,51.5143089294434,-0.0905290022492409,Steakhouses,11 Old Jewry,London,XGL,EC2R 8DU,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,Rucoletta,4.3,32,963.2656655666016,51.5151374,-0.0962468,"Italian, Wine Bars",6 Foster Lane,London,XGL,EC2V 6HH,yelp,"002587 - Wormwood Street, Liverpool Street",51.51615461,-0.082422399,0,15,15
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Restaurant Gordon Ramsay,4.3,263,1254.2601059525662,51.485833,-0.161966,"French, British",68 Royal Hospital Road,London,XGL,SW3 4HP,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,The Queens Arms,4.4,251,1815.4827237776783,51.4925789,-0.1392194,"British, Pubs, Gastropubs",11 Warwick Way,London,XGL,SW1V 1QT,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Dinner by Heston Blumenthal,4.4,322,2822.765006266058,51.502163,-0.159966,British,66 Knightsbridge,London,XGL,SW1X 7LA,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Petrus,4.5,145,2493.8361294731335,51.4993674,-0.1565204,French,1 Kinnerton Street,London,XGL,SW1X 8EA,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,The Mayfair Chippy,4.5,606,3958.051408400488,51.5131345,-0.1533961,Fish & Chips,14 North Audley Street,London,XGL,W1K 6WE,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Dishoom,4.5,2846,4176.586981338147,51.512447030091,-0.1269579217873,Indian,12 Upper Saint Martin's Lane,London,XGL,WC2H 9FB,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Dishoom,4.6,449,3903.975280013909,51.5012974019964,-0.191184893250465,"Indian, Breakfast & Brunch",4 Derry Street,Kensington,XGL,W8 5SE,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Dishoom,4.5,808,4001.558947479627,51.513087,-0.139767,Indian,22 Kingly Street,London,XGL,W1B 5QP,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,The Harwood Arms,4.5,155,3302.035596940637,51.4829113087309,-0.196470990454087,"Gastropubs, British",27 Walham Grove,London,XGL,SW6 1QP,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,The Marquis of Westminster,4.1,140,1690.955280513841,51.491901,-0.140515,"British, Pubs",50 Warwick Way,London,XGL,SW1V 1RY,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Ffiona's Restaurant,4.7,336,4195.381176697567,51.50405773515,-0.192783395566043,British,51 Kensington Church Street,London,XGL,W8 4BA,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,The Ledbury,4.6,185,5589.882404346944,51.516819,-0.200107,Modern European,127 Ledbury Road,London,XGL,W11 2AQ,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Kazan,4.4,142,1785.7257105402225,51.4927,-0.14072,Turkish,93-94 Wilton Road,London,XGL,SW1V 1DW,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Burger & Lobster,4.3,259,3277.3275563805737,51.5069919134923,-0.145631313738818,"American, Burgers, Seafood",29 Clarges Street,Mayfair,XGL,W1J 7EF,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,CASK Pub and Kitchen,4.3,158,1738.7640576281246,51.49135039773,-0.13753688795203,"Pubs, Gastropubs",6 Charlwood Street,London,XGL,SW1V 2EE,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,The Palomar Restaurant,4.7,143,3907.755461952326,51.5111632,-0.1327159,"Middle Eastern, Mediterranean",34 Rupert Street,London,XGL,W1D 6DN,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,The Five Fields,4.8,21,1757.10339596902,51.4916609,-0.1611916,"British, Modern European",8-9 Blacklands Terrace,London,XGL,SW3 2SP,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Sketch,4.0,1105,3946.2778359993017,51.5127614699071,-0.14159163911048,"French, Modern European, Cocktail Bars",9 Conduit Street,London,XGL,W1S 2XG,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Hawksmoor,4.5,100,2510.9869642343733,51.4974592155569,-0.166872303554917,"Steakhouses, British, Seafood",3 Yeoman's Row,London,XGL,SW3 2AL,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Cambridge Street,4.4,55,1470.0867343451075,51.4905412,-0.1449144,British,Artist Residence,London,XGL,SW1V 4QQ,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Burger & Lobster,4.4,119,2735.745439243243,51.501441,-0.159432,"American, Seafood, Burgers",Fifth Floor Harvey Nichols,London,XGL,SW1X 7RJ,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Flat Iron,4.6,272,4091.9151085603007,51.5108326561998,-0.124100585093387,Steakhouses,17-18 Henrietta Street,Covent Garden,XGL,WC2E 8QH,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Gymkhana,4.3,244,3468.161527668489,51.50842,-0.1416607,"Indian, Cocktail Bars",42 Albemarle Street,London,XGL,W1S 4JH,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,The Draft House Westbridge,4.6,44,1430.4466103420764,51.4783074,-0.1701164,"Pubs, British",74-76 Battersea Bridge Road,London,XGL,SW11 3AG,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,The Victoria,4.4,320,4262.329221238575,51.51350403679,-0.17119959969309,"Pubs, British",10a Strathearn Place,Paddington,XGL,W2 2NH,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Hawksmoor,4.4,207,3686.4624226178016,51.5097072807539,-0.136161326657445,"Seafood, Steakhouses",5A Air Street,London,XGL,W1J 0AD,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,The Ivy Chelsea Garden,3.9,104,1729.2835968904503,51.4871107,-0.1693342,"British, Bars",195-197 Kings Road,London,XGL,SW3 5EQ,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Flat Iron,4.4,519,3911.3875817777785,51.51212,-0.1384008,Steakhouses,17 Beak Street,London,XGL,W1F 9RW,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Clos Maggiore,4.3,160,4157.928705367337,51.51166,-0.124695,"French, Mediterranean",33 King Street,London,XGL,WC2E 8JD,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Trinity Restaurant,4.3,42,1668.3468352727143,51.463486516166,-0.141464751282,"Modern European, British",4 The Polygon,London,XGL,SW4 0JG,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Hawksmoor Seven Dials,4.4,430,4318.592489442404,51.5134998914001,-0.12567396291297,"British, Steakhouses, Cocktail Bars",11 Langley Street,London,XGL,WC2H 9JG,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Regency Café,4.5,520,2182.5675188306327,51.4940143171,-0.13222007974201,Cafes,17-19 Regency Street,London,XGL,SW1P 4BY,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Da Mario Restaurant,4.3,218,3324.661636624095,51.4987228161749,-0.183567237647306,Italian,15 Gloucester Road,London,XGL,SW7 4PP,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,The Ivy,4.5,52,2346.5841836751915,51.49741,-0.13782,"Breakfast & Brunch, British, Cocktail Bars",66 Victoria Street,London,XGL,SW1E 6SQ,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,Hunan,4.3,48,1444.7031659291556,51.490493,-0.1526547,Chinese,51 Pimlico Road,London,XGL,SW1W 8NE,yelp,"200190 - Queen's Circus, Battersea Park",51.47761941,-0.149551631,25,2,27
